C-TUM_ICD10_3ST-0,C-BERJ-0,C-BUNDESLAND-0,C-KRE_GESCHLECHT-0,F-KRE
TUM_ICD10_3ST-C25,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,27
TUM_ICD10_3ST-C25,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,31
TUM_ICD10_3ST-C25,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,29
TUM_ICD10_3ST-C25,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,25
TUM_ICD10_3ST-C25,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,33
TUM_ICD10_3ST-C25,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,35
TUM_ICD10_3ST-C25,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,32
TUM_ICD10_3ST-C25,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,34
TUM_ICD10_3ST-C25,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,23
TUM_ICD10_3ST-C25,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,29
TUM_ICD10_3ST-C25,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,35
TUM_ICD10_3ST-C25,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,35
TUM_ICD10_3ST-C25,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,31
TUM_ICD10_3ST-C25,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,37
TUM_ICD10_3ST-C25,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,34
TUM_ICD10_3ST-C25,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,29
TUM_ICD10_3ST-C25,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,37
TUM_ICD10_3ST-C25,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,25
TUM_ICD10_3ST-C25,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,31
TUM_ICD10_3ST-C25,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,42
TUM_ICD10_3ST-C25,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,29
TUM_ICD10_3ST-C25,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,29
TUM_ICD10_3ST-C25,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,35
TUM_ICD10_3ST-C26,BERJ-1983,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C26,BERJ-1985,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-1988,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C26,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C26,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C26,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C26,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C26,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C26,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C26,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C26,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-1986,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C30,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C30,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C30,BERJ-1994,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C30,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C30,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C30,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C30,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C30,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C30,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C30,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C30,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C30,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C30,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C30,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C30,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C30,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C30,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C30,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C30,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C30,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C30,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C30,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C31,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C31,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C31,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C31,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C31,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C31,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C31,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C31,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C31,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C32,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C32,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C32,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C32,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C32,BERJ-1985,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-1986,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C32,BERJ-1986,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C32,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,10
TUM_ICD10_3ST-C32,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C32,BERJ-1988,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,11
TUM_ICD10_3ST-C32,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C32,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,15
TUM_ICD10_3ST-C32,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,9
TUM_ICD10_3ST-C32,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C32,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,13
TUM_ICD10_3ST-C32,BERJ-1994,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,15
TUM_ICD10_3ST-C32,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C32,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C32,BERJ-1996,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,15
TUM_ICD10_3ST-C32,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C32,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C32,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,10
TUM_ICD10_3ST-C32,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C32,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,10
TUM_ICD10_3ST-C32,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C32,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C32,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C32,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C32,BERJ-2006,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C32,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C32,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C32,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C32,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C32,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,15
TUM_ICD10_3ST-C32,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C32,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,13
TUM_ICD10_3ST-C32,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C32,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C32,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C32,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C32,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C32,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,11
TUM_ICD10_3ST-C32,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C32,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,15
TUM_ICD10_3ST-C32,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C32,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C32,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C32,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C32,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C32,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,20
TUM_ICD10_3ST-C32,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C32,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C32,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C32,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C33,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C33,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C33,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C33,BERJ-1986,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C33,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C33,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C33,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C33,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C33,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C33,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C33,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C33,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C33,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C34,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,91
TUM_ICD10_3ST-C34,BERJ-1983,BUNDESLAND-8,GESCHLECHT-2,25
TUM_ICD10_3ST-C34,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,79
TUM_ICD10_3ST-C34,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,14
TUM_ICD10_3ST-C34,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,72
TUM_ICD10_3ST-C34,BERJ-1985,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C34,BERJ-1986,BUNDESLAND-8,GESCHLECHT-1,94
TUM_ICD10_3ST-C34,BERJ-1986,BUNDESLAND-8,GESCHLECHT-2,29
TUM_ICD10_3ST-C34,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,97
TUM_ICD10_3ST-C34,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,11
TUM_ICD10_3ST-C34,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,90
TUM_ICD10_3ST-C34,BERJ-1988,BUNDESLAND-8,GESCHLECHT-2,25
TUM_ICD10_3ST-C34,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,94
TUM_ICD10_3ST-C34,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,26
TUM_ICD10_3ST-C34,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,90
TUM_ICD10_3ST-C34,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C34,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,109
TUM_ICD10_3ST-C34,BERJ-1991,BUNDESLAND-8,GESCHLECHT-2,22
TUM_ICD10_3ST-C34,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,93
TUM_ICD10_3ST-C34,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,24
TUM_ICD10_3ST-C34,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,117
TUM_ICD10_3ST-C34,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,28
TUM_ICD10_3ST-C34,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,86
TUM_ICD10_3ST-C34,BERJ-1994,BUNDESLAND-8,GESCHLECHT-2,23
TUM_ICD10_3ST-C34,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,109
TUM_ICD10_3ST-C34,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,31
TUM_ICD10_3ST-C34,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,120
TUM_ICD10_3ST-C34,BERJ-1996,BUNDESLAND-8,GESCHLECHT-2,35
TUM_ICD10_3ST-C34,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,112
TUM_ICD10_3ST-C34,BERJ-1997,BUNDESLAND-8,GESCHLECHT-2,30
TUM_ICD10_3ST-C34,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,116
TUM_ICD10_3ST-C34,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,35
TUM_ICD10_3ST-C34,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,99
TUM_ICD10_3ST-C34,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,22
TUM_ICD10_3ST-C34,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,103
TUM_ICD10_3ST-C34,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,33
TUM_ICD10_3ST-C34,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,93
TUM_ICD10_3ST-C34,BERJ-2001,BUNDESLAND-8,GESCHLECHT-2,38
TUM_ICD10_3ST-C34,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,99
TUM_ICD10_3ST-C34,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,38
TUM_ICD10_3ST-C34,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,129
TUM_ICD10_3ST-C34,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,43
TUM_ICD10_3ST-C34,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,121
TUM_ICD10_3ST-C34,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,54
TUM_ICD10_3ST-C34,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,120
TUM_ICD10_3ST-C34,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,46
TUM_ICD10_3ST-C34,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,112
TUM_ICD10_3ST-C34,BERJ-2006,BUNDESLAND-8,GESCHLECHT-2,48
TUM_ICD10_3ST-C34,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,131
TUM_ICD10_3ST-C34,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,53
TUM_ICD10_3ST-C34,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,104
TUM_ICD10_3ST-C34,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,54
TUM_ICD10_3ST-C34,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,135
TUM_ICD10_3ST-C34,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,49
TUM_ICD10_3ST-C34,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,114
TUM_ICD10_3ST-C34,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,76
TUM_ICD10_3ST-C34,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,116
TUM_ICD10_3ST-C34,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,45
TUM_ICD10_3ST-C34,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,136
TUM_ICD10_3ST-C34,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,68
